source,entity_type,credential_type,credential_number,linked_licensee_number,name,business_name,abn_acn,afsl_number,authorisations,locality,state,postcode,start_date,end_date,status,latitude,longitude,distance_km,city,dataset_url,dedupe_key
asic_credit_representative,representative,credit_rep,364454,392381,"GRISBROOK, CYNTHIA ELIZABETH",DOMAIN LOANS VICTORIA,,0,Same as Registrant,MELBOURNE,VIC,3004,2011-01-06,,APPR,-37.8142454,144.9631732,0.07,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:GRISBROOK CYNTHIA ELIZABETH|postcode:3004|type:representative
asic_credit_representative,representative,credit_rep,364455,392381,"PINNOCK, SIMON JOHN",DOMAIN LOANS VICTORIA,,0,Different to Registrant,MELBOURNE,VIC,3004,2011-01-06,,APPR,-37.8142454,144.9631732,0.07,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:PINNOCK SIMON JOHN|postcode:3004|type:representative
asic_credit_representative,representative,credit_rep,364469,385325,"MCCOY, TONY",,,0,Different to Registrant,KEW,VIC,3101,2010-12-24,,APPR,-37.8203955,145.0025153,3.54,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:MCCOY TONY|postcode:3101|type:representative
asic_credit_representative,representative,credit_rep,364472,385325,"AZZOPARDI, TERRY",,,0,Different to Registrant,KEW,VIC,3101,2010-12-24,,APPR,-37.8203955,145.0025153,3.54,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:AZZOPARDI TERRY|postcode:3101|type:representative
asic_credit_representative,representative,credit_rep,364473,385325,"BOYLAN, DAVID",,,0,Different to Registrant,KEW,VIC,3101,2010-12-24,,APPR,-37.8203955,145.0025153,3.54,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:BOYLAN DAVID|postcode:3101|type:representative
asic_credit_representative,representative,credit_rep,364491,385054,"YOUNG, MELINDA JANE",NLG,,0,Same as Registrant,COLLINGWOOD,VIC,3066,2025-05-28,,APPR,-37.8142454,144.9631732,0.07,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:YOUNG MELINDA JANE|postcode:3066|type:representative
asic_credit_representative,representative,credit_rep,364737,234527,EME FINANCIAL SERVICES PTY LTD,ANZFXONLINE,30111977103,234527,Different to Registrant,WANTIRNA,VIC,3152,2011-03-01,,APPR,-37.8175423,144.9394923,2.12,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:30111977103
asic_credit_representative,representative,credit_rep,364739,234527,DPB DEVELOPMENTS PTY LTD,ANZFXONLINE,14113892756,234527,Different to Registrant,WANTIRNA,VIC,3152,2011-03-01,,APPR,-37.8175423,144.9394923,2.12,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:14113892756
asic_credit_representative,representative,credit_rep,364747,234527,AR MCCORMACK PTY LTD,ANZFXONLINE,74109950745,234527,Different to Registrant,PRAHRAN,VIC,3181,2011-03-01,,APPR,-37.8175423,144.9394923,2.12,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:74109950745
asic_credit_representative,representative,credit_rep,364972,385325,JESSBRI NOMINEES PTY LTD,,34126949620,0,Different to Registrant,KEW,VIC,3101,2011-03-28,,APPR,-37.8203955,145.0025153,3.54,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:34126949620
asic_credit_representative,representative,credit_rep,365002,385325,AURICA SOLUTIONS PTY. LTD.,,92092531701,0,Different to Registrant,KEW,VIC,3101,2010-12-24,,APPR,-37.8203955,145.0025153,3.54,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:92092531701
asic_credit_representative,representative,credit_rep,365017,385325,T.J. FINANCIAL SOLUTIONS PTY. LTD.,,12093973249,0,Different to Registrant,KEW,VIC,3101,2011-04-01,,APPR,-37.8203955,145.0025153,3.54,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:12093973249
asic_credit_representative,representative,credit_rep,365115,389328,BAYSIDE FINANCIAL COACHING PTY LTD,,39123842455,0,Different to Registrant,BRIGHTON EAST,VIC,3187,2014-07-30,,APPR,-37.8142454,144.9631732,0.07,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:39123842455
asic_credit_representative,representative,credit_rep,365126,385325,"PERCIVAL, WARREN",,,0,Different to Registrant,KEW,VIC,3101,2010-12-24,,APPR,-37.8203955,145.0025153,3.54,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:PERCIVAL WARREN|postcode:3101|type:representative
asic_credit_representative,representative,credit_rep,365128,385325,"PSATHIAS, EMMANUEL",,,0,Different to Registrant,KEW,VIC,3101,2010-12-24,,APPR,-37.8203955,145.0025153,3.54,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:PSATHIAS EMMANUEL|postcode:3101|type:representative
asic_credit_representative,representative,credit_rep,365411,476258,"JAFARI, MURTAZA",,,0,Same as Registrant,CLAYTON,VIC,3168,2015-07-01,,APPR,-37.9261741,145.1723107,22.22,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:JAFARI MURTAZA|postcode:3168|type:representative
asic_credit_representative,representative,credit_rep,365467,389609,"KOLOKITHAS, SPIRO",WHAT IF WE FINANCE,,0,Same as Registrant,MELBOURNE,VIC,3000,2010-12-15,,APPR,-37.8142454,144.9631732,0.07,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:KOLOKITHAS SPIRO|postcode:3000|type:representative
asic_credit_representative,representative,credit_rep,365485,392118,"MAHON, MELINDA ANN",,,0,Different to Registrant,BANNOCKBURN,VIC,3331,2014-09-02,,APPR,-38.1374209,144.3337974,65.87,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:MAHON MELINDA ANN|postcode:3331|type:representative
asic_credit_representative,representative,credit_rep,365742,238449,"VIRAGH, JODI-LOUISE",PROSOLUTION GROUP,,238449,Different to Registrant,MELBOURNE,VIC,3000,2010-10-21,,APPR,-37.8142454,144.9631732,0.07,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:VIRAGH JODI LOUISE|postcode:3000|type:representative
asic_credit_representative,representative,credit_rep,365745,238449,"WEMYSS, STUART LACHLAN",PROSOLUTION GROUP,,238449,Different to Registrant,MELBOURNE,VIC,3000,2010-10-21,,APPR,-37.8142454,144.9631732,0.07,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:WEMYSS STUART LACHLAN|postcode:3000|type:representative
asic_credit_representative,representative,credit_rep,365886,559576,"RANCIE, DAVID",RANCIE HOME LOAN FINANCE,,0,Same as Registrant,ST KILDA WEST,VIC,3182,2024-07-01,,APPR,-37.8579958,144.9712452,4.99,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:RANCIE DAVID|postcode:3182|type:representative
asic_credit_representative,representative,credit_rep,366007,384312,RBM MORTGAGE MANAGEMENT PTY. LTD.,HOUSING LOANS GROUP MELBOURNE,82005076808,0,Different to Registrant,BOX HILL,VIC,3128,2010-11-23,,APPR,-37.8180929,145.1928003,20.18,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:82005076808
asic_credit_representative,representative,credit_rep,366008,384312,H.L.G.M. FINANCE PTY. LTD.,HOUSING LOANS GROUP MELBOURNE,71070593636,0,Different to Registrant,BOX HILL,VIC,3128,2010-11-23,,APPR,-37.8180929,145.1928003,20.18,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:71070593636
asic_credit_representative,representative,credit_rep,366009,384312,H.L.G.M. MORTGAGE PTY. LTD.,HOUSING LOANS GROUP MELBOURNE,36056823495,0,Different to Registrant,BOX HILL,VIC,3128,2010-11-23,,APPR,-37.8180929,145.1928003,20.18,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:36056823495
asic_credit_representative,representative,credit_rep,366103,475302,"SALEEM, OMAR",,,0,Different to Registrant,THOMASTOWN,VIC,3074,2015-09-11,,APPR,-37.8142454,144.9631732,0.07,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:SALEEM OMAR|postcode:3074|type:representative
asic_credit_representative,representative,credit_rep,366108,475302,"MATSOUKAS, STAVROS",,,0,Different to Registrant,THOMASTOWN,VIC,3074,2015-09-11,,APPR,-37.8142454,144.9631732,0.07,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:MATSOUKAS STAVROS|postcode:3074|type:representative
asic_credit_representative,representative,credit_rep,366252,488607,"WELDON, BARRY SHERMAN",,,0,Same as Registrant,BENTLEIGH EAST,VIC,3165,2019-08-01,,APPR,-38.1003312,145.1788657,37.07,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:WELDON BARRY SHERMAN|postcode:3165|type:representative
asic_credit_representative,representative,credit_rep,366551,475302,"ELLIOTT, PETER",,,0,Different to Registrant,THOMASTOWN,VIC,3074,2015-09-11,,APPR,-37.8142454,144.9631732,0.07,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:ELLIOTT PETER|postcode:3074|type:representative
asic_credit_representative,representative,credit_rep,366734,244565,"IBBOTSON, MICHAEL KENNETH",,,244565,Same as Registrant,MELBOURNE,VIC,3004,2011-01-10,,APPR,-37.8142454,144.9631732,0.07,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:IBBOTSON MICHAEL KENNETH|postcode:3004|type:representative
asic_credit_representative,representative,credit_rep,366902,389328,UNI-LITE PTY LTD,,54083111219,0,Different to Registrant,HEALESVILLE,VIC,3777,2024-09-18,,APPR,-37.8142454,144.9631732,0.07,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:54083111219
asic_credit_representative,representative,credit_rep,367075,475302,"MATHEW, PHILIP",,,0,Different to Registrant,THOMASTOWN,VIC,3074,2015-09-11,,APPR,-37.8142454,144.9631732,0.07,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:MATHEW PHILIP|postcode:3074|type:representative
asic_credit_representative,representative,credit_rep,367098,389328,WEGENER CONSULTING PTY LTD,,74122727226,0,Different to Registrant,BRIAR HILL,VIC,3088,2024-07-02,,APPR,-37.8142454,144.9631732,0.07,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:74122727226
asic_credit_representative,representative,credit_rep,367114,408042,RK FINANCE PTY. LTD.,,41099677853,0,Different to Registrant,CRANBOURNE SOUTH,VIC,3977,2018-09-06,,APPR,-37.8142454,144.9631732,0.07,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:41099677853
asic_credit_representative,representative,credit_rep,367584,475302,"LOWTHER, CRAIG",,,0,Different to Registrant,THOMASTOWN,VIC,3074,2015-09-11,,APPR,-37.8142454,144.9631732,0.07,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:LOWTHER CRAIG|postcode:3074|type:representative
asic_credit_representative,representative,credit_rep,367701,509484,CANHAM FINANCIAL SERVICES PTY LTD,,73135049320,0,Same as Registrant,MONT ALBERT NORTH,VIC,3129,2019-10-02,,APPR,-37.8142454,144.9631732,0.07,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:73135049320
asic_credit_representative,representative,credit_rep,367758,469418,WARR HUNT PTY LTD,,86077994328,469418,Same as Registrant,MELBOURNE,VIC,3000,2024-07-01,,APPR,-37.8142454,144.9631732,0.07,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:86077994328
asic_credit_representative,representative,credit_rep,367911,394740,"DUNN, SIMON JOHN",,,0,Different to Registrant,MOUNT WAVERLEY,VIC,3149,2011-05-18,,APPR,-37.8752637,145.1281258,16.03,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:DUNN SIMON JOHN|postcode:3149|type:representative
asic_credit_representative,representative,credit_rep,367913,394740,"MCPHIE, MALCOLM ROBERT",,,0,Different to Registrant,MOUNT WAVERLEY,VIC,3149,2011-05-18,,APPR,-37.8752637,145.1281258,16.03,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:MCPHIE MALCOLM ROBERT|postcode:3149|type:representative
asic_credit_representative,representative,credit_rep,368274,389077,"BEARDSWORTH, DAVID MAXWELL",,,0,Same as Registrant,MACLEOD,VIC,3085,2011-02-03,,APPR,-37.72607,145.0691378,13.48,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:BEARDSWORTH DAVID MAXWELL|postcode:3085|type:representative
asic_credit_representative,representative,credit_rep,368460,382869,"PHELAN, DEAN",MORTGAGE CHOICE,,0,Different to Registrant,OAKLEIGH,VIC,3166,2010-12-24,,APPR,-37.8203955,145.0025153,3.54,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:PHELAN DEAN|postcode:3166|type:representative
asic_credit_representative,representative,credit_rep,368506,412778,S. ABRAHAM PTY. LTD.,,40134393525,0,Same as Registrant,CHELSEA,VIC,3196,2024-02-15,,APPR,-37.8142454,144.9631732,0.07,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:40134393525
asic_credit_representative,representative,credit_rep,368538,382869,REMELJO PTY LTD,MORTGAGE CHOICE,16101083701,0,Different to Registrant,PAKENHAM,VIC,3810,2010-12-24,,APPR,-37.8203955,145.0025153,3.54,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:16101083701
asic_credit_representative,representative,credit_rep,368549,382869,SPRING ASSET MANAGEMENT PTY. LTD.,MORTGAGE CHOICE,54126750865,0,Different to Registrant,BERWICK,VIC,3806,2010-12-24,,APPR,-37.8203955,145.0025153,3.54,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:54126750865
asic_credit_representative,representative,credit_rep,369074,382869,MARVIN COLEMAN PTY LTD,MORTGAGE CHOICE,29122457747,0,Different to Registrant,OAKLEIGH,VIC,3166,2010-12-24,,APPR,-37.8203955,145.0025153,3.54,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:29122457747
asic_credit_representative,representative,credit_rep,369079,382869,N & S VARMA PTY. LTD.,MORTGAGE CHOICE,75108231465,0,Different to Registrant,CAIRNLEA,VIC,3023,2010-12-24,,APPR,-37.8203955,145.0025153,3.54,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:75108231465
asic_credit_representative,representative,credit_rep,369291,382869,DIAMOND VALLEY CONSULTING PTY LTD,MORTGAGE CHOICE,20093197294,0,Different to Registrant,GREENSBOROUGH,VIC,3088,2010-12-24,,APPR,-37.8203955,145.0025153,3.54,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:20093197294
asic_credit_representative,representative,credit_rep,369404,536200,"ZHENG, ZHI HONG",,,0,Same as Registrant,GLEN IRIS,VIC,3146,2022-09-06,,APPR,-37.8215116,145.1261267,14.35,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:ZHENG ZHI HONG|postcode:3146|type:representative
asic_credit_representative,representative,credit_rep,369627,481374,PLENITUDE FINANCIAL SOLUTIONS PTY LTD,,98136584079,0,Same as Registrant,FOREST HILL,VIC,3131,2018-05-31,,APPR,-37.8203955,145.0025153,3.54,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:98136584079
asic_credit_representative,representative,credit_rep,369641,389328,G SWEETTEN (VIC) PTY LTD,,86136338595,0,Different to Registrant,EAST GEELONG,VIC,3219,2018-12-07,,APPR,-37.8142454,144.9631732,0.07,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:86136338595
asic_credit_representative,representative,credit_rep,369665,382869,"ZAMMIT, DONNA",MORTGAGE CHOICE,,0,Different to Registrant,RICHMOND,VIC,3121,2010-12-24,,APPR,-37.8203955,145.0025153,3.54,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:ZAMMIT DONNA|postcode:3121|type:representative
asic_credit_representative,representative,credit_rep,369673,382869,"REBER, MARK",MORTGAGE CHOICE,,0,Different to Registrant,RICHMOND,VIC,3121,2010-12-24,,APPR,-37.8203955,145.0025153,3.54,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:REBER MARK|postcode:3121|type:representative
asic_credit_representative,representative,credit_rep,369677,382869,"HOLLAND, PAUL",MORTGAGE CHOICE,,0,Different to Registrant,RICHMOND,VIC,3121,2010-12-24,,APPR,-37.8203955,145.0025153,3.54,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:HOLLAND PAUL|postcode:3121|type:representative
asic_credit_representative,representative,credit_rep,369680,382869,"CLISSOLD, TIM",MORTGAGE CHOICE,,0,Different to Registrant,RICHMOND,VIC,3121,2010-12-24,,APPR,-37.8203955,145.0025153,3.54,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:CLISSOLD TIM|postcode:3121|type:representative
asic_credit_representative,representative,credit_rep,370085,391715,"MANNAERT, MATTHEW PETER",,,0,Different to Registrant,MONTROSE,VIC,3765,2011-03-08,,APPR,-37.8091737,145.0833678,10.58,melbourne,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,name:MANNAERT MATTHEW PETER|postcode:3765|type:representative
